applicant_id,age,education_level,gig_platforms,num_platforms,work_experience,monthly_income,seasonal_variation,income_volatility,savings_balance,debt_to_income_ratio,credit_score,existing_loans,loan_amount_requested,transaction_frequency,avg_monthly_expenses,credit_card_utilization,subscription_services,financial_emergencies_last_year,inflation_rate,reason_for_loan,platform_ratings,customer_feedback_score,work_consistency,penalties,alternative_income_source,loan_coapplicant,location,urban_rural,avg_platform_tenure,family_dependents,cost_of_living_index,loan_approved
3303,52,Postgraduate,Fiverr,1,,22719.0,0.9500000000000001,1831,45776.0,0.18266972809930962,518.0,0,45258,65,,75,0,1,4.59,Education,Fiverr:4.8,91.1,2,1,No,Yes,Maharashtra,Rural,7.0,2.0,1.15,0
510,38,High School,Fiverr,1,7.0,31112.0,1.0,5680,51581.0,0.2321124100919212,,0,336682,53,16988.0,64,4,3,7.22,Home Renovation,Fiverr:3.0,61.2,7,0,No,No,Uttar Pradesh,,30.0,3.0,0.95,0
2260,22,High School,Zomato,1,7.0,49703.0,1.45,8833,148084.0,0.1708810101971423,813.0,1,13510,41,32183.0,65,0,1,3.84,Other,Zomato:5.0,96.8,7,0,Yes,Yes,Delhi,Rural,11.0,,1.25,1
4213,39,Graduate,Fiverr,1,7.0,48749.0,1.1,10502,95851.0,0.29323821844017584,775.0,0,33113,72,,36,1,1,5.78,Home Renovation,Fiverr:3.9,81.0,1,2,No,No,Tamil Nadu,Rural,6.0,2.0,1.05,0
3523,24,Graduate,"Ola, Swiggy",2,,30059.0,1.5,5988,37383.0,0.18743029826076613,569.0,2,34937,37,7885.0,38,0,0,5.63,Debt Consolidation,Ola:4.6; Swiggy:4.5,91.4,5,0,No,No,Karnataka,Urban,35.5,1.0,1.1,0
140,22,High School,Upwork,1,3.0,33578.0,1.15,7103,64280.0,0.32296860992587406,644.0,2,229214,16,51106.0,21,0,4,5.59,Debt Consolidation,Upwork:3.8,72.3,1,1,No,Yes,Telangana,Urban,10.0,0.0,1.07,0
402,49,Postgraduate,Ola,1,12.0,18350.0,0.8500000000000001,3843,27598.0,0.12070803238454751,464.0,0,13305,75,47134.0,51,3,0,6.4,Vehicle Purchase,Ola:4.8,93.9,3,0,Yes,No,West Bengal,Urban,55.0,0.0,0.9,0
2168,29,Graduate,Amazon Flex,1,0.0,19726.0,0.9500000000000001,5098,43693.0,0.24267976935316962,460.0,0,32891,22,10259.0,22,4,3,4.97,Other,Amazon Flex:4.2,84.1,2,1,Yes,No,Rajasthan,Rural,30.0,2.0,0.93,0
1267,58,High School,Zomato,1,10.0,53117.0,1.1,10644,138455.0,0.29285971370335245,846.0,0,25423,33,14196.0,56,3,2,5.61,Home Renovation,Zomato:5.0,104.8,3,0,Yes,No,Gujarat,Rural,4.0,0.0,1.0,1
3846,50,Postgraduate,Fiverr,1,12.0,42407.0,1.4,7503,105749.0,0.10915665303266656,770.0,0,491279,21,7293.0,43,4,2,6.34,Business Expansion,Fiverr:3.6,70.1,1,0,No,No,Tamil Nadu,Rural,19.0,1.0,1.05,0
380,47,Postgraduate,Rapido,1,7.0,21091.0,1.25,5032,58895.0,0.16045853554781495,484.0,0,49653,20,23157.0,29,4,3,4.09,Medical Emergency,Rapido:3.9,76.2,6,1,No,No,Karnataka,,30.0,3.0,1.1,0
286,42,Graduate,"Uber, Zomato",2,,27343.0,0.8,4608,44072.0,0.10574542673078657,578.0,0,285699,83,27078.0,64,1,2,6.04,Business Expansion,Uber:3.9; Zomato:4.5,87.2,2,0,No,Yes,Telangana,Rural,19.0,0.0,1.07,0
16,51,Postgraduate,UrbanClap,1,,,1.5,3679,53115.0,0.19583909083911388,742.0,0,29120,43,29911.0,26,3,2,5.36,Home Renovation,UrbanClap:4.3,87.6,1,0,Yes,No,Uttar Pradesh,Rural,44.0,1.0,0.95,0
4402,46,High School,"Swiggy, Dunzo",2,4.0,18318.0,1.3,3812,35735.0,0.2240470215772451,495.0,0,155672,21,64669.0,51,1,2,6.35,Other,Swiggy:4.1; Dunzo:3.3,69.4,4,0,Yes,No,Bihar,Rural,17.0,1.0,0.85,0
4998,34,Graduate,Uber,1,6.0,23043.0,0.8500000000000001,6506,41930.0,0.18773729348710502,495.0,3,155031,75,67935.0,69,1,2,4.27,Home Renovation,Uber:4.2,83.0,4,0,No,No,Gujarat,Rural,53.0,1.0,1.0,0
4057,46,Graduate,"Ola, Fiverr",2,6.0,11610.0,0.9,3405,16902.0,0.1906652736681385,432.0,0,15886,73,36964.0,45,1,0,4.47,Business Expansion,Ola:5.0; Fiverr:4.7,99.4,2,0,No,No,Rajasthan,Rural,21.5,2.0,0.93,0
2290,41,Graduate,"Uber, Dunzo, Rapido",3,5.0,65747.0,1.45,14227,161466.0,0.22717978311376932,900.0,0,218468,37,,18,2,0,6.72,Business Expansion,Uber:3.9; Dunzo:3.1; Rapido:4.7,81.8,4,0,No,No,Telangana,Rural,38.333333333333336,1.0,1.07,1
120,58,High School,Fiverr,1,12.0,,1.35,4389,95121.0,0.1397662372861213,813.0,0,35126,24,11825.0,79,2,3,7.49,Other,Fiverr:3.7,76.4,3,1,No,Yes,Rajasthan,Urban,23.0,0.0,0.93,1
4485,33,Graduate,"Uber, Amazon Flex, UrbanClap",3,5.0,58184.0,1.3,3952,98346.0,0.1850799707562643,883.0,0,360632,71,29726.0,75,2,1,5.97,Medical Emergency,Uber:4.7; Amazon Flex:5.0; UrbanClap:3.3,90.6,1,0,No,No,Uttar Pradesh,Urban,36.333333333333336,2.0,0.95,0
370,43,High School,"Uber, Ola",2,3.0,87648.0,1.5,23003,260260.0,0.18379587113524753,900.0,0,15769,61,,33,3,3,5.78,Vehicle Purchase,Uber:4.6; Ola:4.8,95.5,5,0,No,No,Telangana,Rural,31.5,3.0,1.07,1
3022,56,Graduate,"Rapido, Amazon Flex",2,0.0,45870.0,1.5,4681,127312.0,0.2159045621450725,724.0,1,12983,35,38135.0,46,0,4,4.61,Debt Consolidation,Rapido:4.0; Amazon Flex:3.4,70.6,2,1,Yes,No,Tamil Nadu,Rural,42.0,,1.05,0
363,43,High School,Fiverr,1,1.0,31572.0,0.8,4243,50883.0,0.23170293041167395,,0,338071,93,69648.0,63,3,3,6.64,Vehicle Purchase,Fiverr:3.9,74.6,1,0,Yes,No,Karnataka,Rural,56.0,1.0,1.1,0
2246,54,Postgraduate,Uber,1,0.0,12668.0,0.8500000000000001,1820,21832.0,0.28588607220082807,366.0,0,27506,39,42928.0,12,0,0,3.17,Business Expansion,Uber:3.1,57.6,3,0,No,No,Karnataka,Urban,57.0,0.0,1.1,0
4066,44,High School,Fiverr,1,0.0,29290.0,0.9500000000000001,6542,76057.0,0.10321142764600487,619.0,0,20946,38,,39,3,3,7.44,Home Renovation,Fiverr:5.0,104.1,5,0,Yes,No,Maharashtra,Rural,12.0,3.0,1.15,0
3284,47,High School,Amazon Flex,1,13.0,,1.3,3338,47963.0,0.17157130879442126,561.0,0,41926,50,37217.0,69,1,1,4.15,Home Renovation,Amazon Flex:3.0,57.4,2,0,Yes,No,Gujarat,Rural,49.0,3.0,1.0,0
3298,43,Graduate,Fiverr,1,2.0,39521.0,0.9500000000000001,2268,72229.0,0.19131775725636968,731.0,0,11034,63,35420.0,68,4,0,5.57,Business Expansion,Fiverr:4.0,82.6,7,0,No,No,Bihar,Rural,52.0,2.0,0.85,1
285,54,,Amazon Flex,1,11.0,49117.0,1.05,7270,125782.0,0.11287368100438311,743.0,0,202630,80,40629.0,69,1,2,5.94,Business Expansion,Amazon Flex:3.5,72.0,4,0,No,No,Delhi,Rural,34.0,0.0,1.25,1
1433,35,,Fiverr,1,0.0,44955.0,1.4,3266,,0.29739033726038766,752.0,0,27781,28,23282.0,76,3,1,5.99,Education,Fiverr:3.4,70.0,3,0,No,No,West Bengal,Rural,24.0,1.0,0.9,0
3635,48,Graduate,Upwork,1,8.0,45605.0,1.4,9698,111154.0,0.255026939839244,,0,26944,74,19108.0,40,1,4,7.4,Business Expansion,Upwork:4.1,83.2,4,0,No,Yes,West Bengal,Rural,45.0,0.0,0.9,1
2030,46,High School,Rapido,1,14.0,21605.0,1.15,2395,,0.20279306371391753,498.0,0,472538,27,66309.0,12,0,3,7.46,Education,Rapido:4.6,90.2,4,0,No,Yes,Telangana,Urban,60.0,1.0,1.07,0
1813,57,High School,"Amazon Flex, Uber",2,14.0,20628.0,1.0,1132,,0.2429173110677106,496.0,2,19791,48,6104.0,89,3,2,5.08,Home Renovation,Amazon Flex:4.1; Uber:3.2,69.3,6,0,No,No,Maharashtra,Rural,55.0,0.0,1.15,0
2631,47,High School,Upwork,1,13.0,19603.0,0.8500000000000001,4423,25047.0,0.2093849581964543,472.0,0,126968,75,17107.0,76,1,3,4.85,Vehicle Purchase,Upwork:3.4,67.8,3,0,Yes,No,Uttar Pradesh,Urban,35.0,1.0,0.95,0
2672,26,High School,Upwork,1,10.0,20251.0,1.0,2033,48137.0,0.2956325599195888,526.0,1,16977,45,66400.0,15,1,0,7.73,Vehicle Purchase,Upwork:4.0,81.9,1,0,No,No,Delhi,Urban,15.0,,1.25,0
2282,32,Graduate,Upwork,1,11.0,48412.0,1.3,3799,,0.23451862869783655,770.0,1,202077,62,34714.0,72,3,0,5.72,Home Renovation,Upwork:3.6,76.1,6,1,No,Yes,Maharashtra,Urban,41.0,0.0,1.15,1
4347,52,Graduate,Zomato,1,13.0,25358.0,0.9,7121,32718.0,0.25600777424192706,496.0,1,61656,90,58164.0,21,2,1,7.69,Education,Zomato:4.7,92.3,7,0,No,No,Maharashtra,Rural,39.0,2.0,1.15,0
3272,40,High School,UrbanClap,1,2.0,23469.0,1.5,4067,65236.0,0.1424830601694313,552.0,0,136158,89,12725.0,82,4,0,3.51,Education,UrbanClap:4.2,82.9,1,0,No,Yes,Telangana,Urban,32.0,,1.07,0
1477,51,High School,UrbanClap,1,1.0,,1.25,8822,74228.0,0.23556420461336383,,3,125129,84,21351.0,14,3,3,4.17,Other,UrbanClap:4.7,97.1,2,0,No,No,Uttar Pradesh,Urban,27.0,1.0,0.95,0
2305,25,High School,Swiggy,1,1.0,42705.0,1.4,11005,,0.20465855112198034,,0,33496,81,60665.0,63,1,3,4.97,Other,Swiggy:3.4,63.5,5,0,No,No,Telangana,Rural,34.0,0.0,1.07,0
391,52,High School,"Upwork, Swiggy",2,14.0,,1.2,3139,76064.0,0.1729877734370362,660.0,0,26092,53,31249.0,40,0,4,5.38,Education,Upwork:4.2; Swiggy:3.2,70.8,3,0,No,No,West Bengal,Urban,53.0,0.0,0.9,0
87,49,Postgraduate,Uber,1,,38456.0,0.9,10498,84046.0,0.11506143025225707,,0,25171,63,22224.0,27,2,4,7.04,Medical Emergency,Uber:3.7,76.4,3,1,Yes,No,Karnataka,Rural,20.0,1.0,1.1,1
4148,36,Graduate,"UrbanClap, Fiverr",2,13.0,45647.0,1.25,10490,85767.0,0.10502547714871224,753.0,0,33510,81,50261.0,21,0,0,3.36,Home Renovation,UrbanClap:4.3; Fiverr:5.0,94.9,1,0,Yes,No,Karnataka,Urban,21.5,1.0,1.1,0
2790,35,Graduate,Fiverr,1,14.0,25927.0,0.9500000000000001,4909,76824.0,0.23123533075943312,475.0,2,17133,89,57117.0,76,1,2,7.15,Vehicle Purchase,Fiverr:3.1,65.3,6,0,Yes,No,Telangana,Rural,6.0,1.0,1.07,0
2738,47,Graduate,Rapido,1,11.0,49266.0,1.3,6793,108374.0,0.2725459920978617,760.0,0,27404,61,52983.0,41,2,1,4.89,Vehicle Purchase,Rapido:3.7,69.1,3,0,No,No,Tamil Nadu,Urban,8.0,3.0,1.05,0
4757,40,Postgraduate,Zomato,1,0.0,28089.0,0.9,5403,75346.0,0.1738699124321701,513.0,0,29508,92,10261.0,77,0,3,6.27,Vehicle Purchase,Zomato:4.4,88.2,6,0,No,No,Uttar Pradesh,Rural,24.0,,0.95,0
1528,43,High School,Zomato,1,9.0,37965.0,0.9500000000000001,3173,62389.0,0.15301833379850777,,0,111338,88,59475.0,51,1,4,7.08,Home Renovation,Zomato:4.6,89.8,1,0,No,Yes,Karnataka,Rural,23.0,,1.1,0
2994,28,High School,Swiggy,1,9.0,50280.0,1.5,9902,90608.0,0.1916979250250586,739.0,0,12413,20,25759.0,66,0,3,7.75,Vehicle Purchase,Swiggy:4.7,96.4,6,0,No,No,Tamil Nadu,Rural,9.0,1.0,1.05,1
1213,38,Graduate,"Upwork, Rapido, UrbanClap",3,11.0,31428.0,1.15,7296,42823.0,0.16281131220325365,657.0,0,29279,59,66085.0,43,4,4,5.42,Vehicle Purchase,Upwork:4.3; Rapido:4.4; UrbanClap:4.2,89.1,7,0,Yes,No,Karnataka,Urban,37.666666666666664,3.0,1.1,0
3601,50,Graduate,Amazon Flex,1,5.0,42638.0,1.1,3670,124662.0,0.16282488149778632,716.0,1,264718,56,61010.0,35,4,1,7.66,Other,Amazon Flex:4.7,93.9,7,1,Yes,No,Karnataka,Rural,19.0,0.0,1.1,1
3189,58,Graduate,"UrbanClap, Uber",2,4.0,30161.0,0.8500000000000001,2411,,0.10040311482004405,601.0,0,46771,41,68332.0,65,1,3,7.52,Debt Consolidation,UrbanClap:5.0; Uber:3.3,84.1,6,0,No,No,Telangana,Rural,35.0,3.0,1.07,0
4811,37,,Rapido,1,2.0,24553.0,1.35,1301,54460.0,0.13153466241590026,521.0,0,40180,96,63172.0,87,2,1,5.19,Medical Emergency,Rapido:4.6,88.0,7,0,No,No,Maharashtra,Rural,32.0,0.0,1.15,0
1309,30,High School,Swiggy,1,14.0,,1.45,11180,87635.0,0.17832126130491593,651.0,0,45674,20,18180.0,18,4,4,6.22,Debt Consolidation,Swiggy:4.8,97.5,6,1,Yes,No,Rajasthan,Rural,9.0,0.0,0.93,0
85,54,Postgraduate,"Fiverr, Uber, Swiggy",3,10.0,40129.0,0.8500000000000001,2220,89711.0,0.13843751597065068,700.0,1,396714,69,68144.0,47,4,4,4.63,Business Expansion,Fiverr:4.8; Uber:4.8; Swiggy:4.9,100.4,1,0,No,Yes,West Bengal,Urban,11.333333333333334,1.0,0.9,0
1557,32,Postgraduate,Swiggy,1,13.0,26416.0,1.0,1450,47800.0,0.1573983319928591,530.0,1,24675,67,58447.0,78,0,2,6.84,Education,Swiggy:4.6,93.8,4,0,No,No,Karnataka,Urban,20.0,0.0,1.1,0
1626,27,Graduate,Swiggy,1,5.0,28284.0,0.8,1934,48498.0,0.14643459706166156,583.0,0,24255,16,26171.0,50,3,0,4.91,Education,Swiggy:4.5,93.6,2,0,No,No,Karnataka,Rural,16.0,1.0,1.1,0
406,45,Graduate,"Dunzo, Amazon Flex",2,1.0,33481.0,1.05,5844,97753.0,0.13961960984301955,644.0,0,362608,20,17737.0,22,2,1,4.8,Business Expansion,Dunzo:5.0; Amazon Flex:3.8,90.9,1,0,No,No,Gujarat,Rural,28.0,1.0,1.0,0
1995,37,Graduate,UrbanClap,1,6.0,17856.0,1.25,3461,,0.22850081456118101,,0,140098,41,,64,1,4,3.65,Debt Consolidation,UrbanClap:4.1,78.3,7,2,No,Yes,Delhi,Urban,52.0,0.0,1.25,0
2844,22,Graduate,Rapido,1,4.0,36954.0,1.5,4452,61654.0,0.28631595393576237,637.0,0,26093,84,55879.0,48,0,2,4.9,Medical Emergency,Rapido:3.9,74.8,1,0,No,No,Maharashtra,Rural,38.0,1.0,1.15,0
1743,44,High School,Ola,1,8.0,39201.0,1.35,3218,,0.2985589400164856,650.0,3,115880,24,48710.0,33,2,1,7.15,Vehicle Purchase,Ola:3.4,64.9,6,1,No,No,Maharashtra,Rural,5.0,2.0,1.15,0
1823,28,Graduate,"Uber, Amazon Flex",2,5.0,49858.0,1.45,10579,120247.0,0.19748886819787226,758.0,0,192509,44,37968.0,61,0,2,4.94,Vehicle Purchase,Uber:4.6; Amazon Flex:3.3,74.6,4,0,No,No,Rajasthan,Rural,26.5,2.0,0.93,1
4117,34,Graduate,"Dunzo, Ola, Fiverr",3,3.0,25297.0,0.8500000000000001,1784,63063.0,0.27539579682076987,,0,35568,43,45336.0,48,1,3,7.02,Other,Dunzo:3.8; Ola:3.4; Fiverr:3.3,70.3,7,0,No,Yes,Uttar Pradesh,Urban,27.333333333333332,1.0,0.95,0
2129,49,Graduate,"Zomato, Swiggy, Rapido",3,0.0,27827.0,1.45,4384,62043.0,0.22078077417507797,530.0,0,32293,98,45830.0,25,3,4,4.52,Business Expansion,Zomato:4.4; Swiggy:3.3; Rapido:4.5,79.0,1,0,No,No,Maharashtra,Urban,24.333333333333332,4.0,1.15,0
99,48,High School,Rapido,1,6.0,28131.0,1.5,6167,43230.0,0.3983157893289592,567.0,2,29744,46,21198.0,52,2,2,7.31,Business Expansion,Rapido:4.3,81.0,1,1,Yes,Yes,Rajasthan,Rural,7.0,1.0,0.93,0
3438,22,High School,"Uber, UrbanClap",2,12.0,27141.0,0.8500000000000001,2749,56671.0,0.10240745650054323,547.0,0,46621,92,24234.0,32,2,1,5.66,Education,Uber:3.8; UrbanClap:4.0,73.7,7,0,No,No,Gujarat,Rural,36.0,3.0,1.0,0
555,33,High School,Fiverr,1,13.0,32535.0,1.4,5148,47914.0,0.22865758743197465,610.0,0,11767,15,33809.0,39,2,0,7.4,Medical Emergency,Fiverr:4.6,95.7,4,0,No,No,West Bengal,Rural,16.0,4.0,0.9,0
4547,28,Graduate,Dunzo,1,1.0,27413.0,1.15,3627,70838.0,0.34617545334739197,539.0,1,19362,99,22414.0,64,0,4,7.61,Debt Consolidation,Dunzo:4.6,92.9,4,0,Yes,No,Gujarat,Rural,51.0,,1.0,0
4453,49,High School,Rapido,1,8.0,40409.0,1.4,8068,98723.0,0.10442869303321466,664.0,0,22706,24,25222.0,19,3,3,6.26,Medical Emergency,Rapido:3.3,65.9,4,1,No,No,Telangana,Rural,37.0,1.0,1.07,0
4749,28,Graduate,Zomato,1,13.0,60828.0,1.4,17412,168317.0,0.3162594835590419,869.0,3,46918,22,28575.0,37,1,2,6.09,Debt Consolidation,Zomato:3.5,67.6,2,3,No,No,Telangana,Rural,7.0,1.0,1.07,0
864,46,High School,"UrbanClap, Ola",2,10.0,26121.0,0.9,6303,56132.0,0.10951693312756783,601.0,0,144476,12,50286.0,46,0,3,7.31,Vehicle Purchase,UrbanClap:3.6; Ola:4.2,78.2,7,3,No,No,Delhi,Rural,36.0,3.0,1.25,0
2363,31,,"UrbanClap, Rapido",2,8.0,52162.0,1.25,15039,63764.0,0.18213832849776956,852.0,0,25090,15,13651.0,31,2,1,7.34,Other,UrbanClap:4.6; Rapido:3.4,81.8,4,1,No,No,Gujarat,Rural,11.5,1.0,1.0,1
4311,34,High School,Zomato,1,13.0,25681.0,1.25,7696,61574.0,0.2634981302292656,573.0,0,39320,45,,23,1,2,6.75,Other,Zomato:3.4,65.5,5,1,No,No,Karnataka,Rural,31.0,2.0,1.1,0
3318,37,Graduate,"Rapido, Fiverr",2,9.0,28229.0,1.15,5943,68081.0,0.1220239047846745,587.0,0,15299,43,20225.0,34,4,0,4.79,Home Renovation,Rapido:4.4; Fiverr:4.3,91.9,7,1,Yes,No,Bihar,Rural,17.0,0.0,0.85,0
71,36,Postgraduate,Upwork,1,9.0,44271.0,1.1,4767,119610.0,0.25180064745403785,769.0,0,12699,28,13207.0,80,2,2,6.48,Vehicle Purchase,Upwork:3.5,68.4,6,0,No,No,Karnataka,Rural,18.0,2.0,1.1,0
2976,53,,Uber,1,3.0,42739.0,0.9500000000000001,8899,60889.0,0.17093087234441096,686.0,1,17659,35,,70,0,0,4.77,Other,Uber:3.1,62.7,7,0,No,No,Karnataka,Rural,14.0,4.0,1.1,0
4817,53,High School,"Dunzo, Zomato",2,11.0,42088.0,1.1,4856,115824.0,0.2822703005097703,686.0,0,11439,72,68468.0,69,0,2,3.17,Education,Dunzo:3.7; Zomato:4.3,75.7,5,1,No,No,Uttar Pradesh,,44.0,1.0,0.95,0
2018,22,Graduate,"Upwork, Rapido",2,4.0,57523.0,1.15,15556,132073.0,0.2336164054630018,859.0,0,37862,36,63706.0,74,1,1,5.53,Vehicle Purchase,Upwork:3.9; Rapido:3.9,73.3,2,0,Yes,No,Maharashtra,Urban,29.0,1.0,1.15,0
1639,32,,"Ola, Swiggy, Uber",3,6.0,50110.0,1.3,11698,111655.0,0.3442247915601048,817.0,1,47658,31,10506.0,61,3,0,5.81,Business Expansion,Ola:4.7; Swiggy:3.9; Uber:4.3,88.0,1,0,No,No,Maharashtra,Urban,32.666666666666664,1.0,1.15,0
2485,46,High School,Dunzo,1,,46723.0,1.25,13611,59482.0,0.24726724530932886,735.0,0,47907,17,30850.0,69,0,1,5.92,Education,Dunzo:3.4,69.5,1,0,No,Yes,Tamil Nadu,Rural,28.0,2.0,1.05,0
4304,49,High School,UrbanClap,1,12.0,52085.0,1.3,13411,75123.0,0.1649466621951033,825.0,0,442580,13,52288.0,44,0,0,5.6,Business Expansion,UrbanClap:3.5,65.1,2,0,No,No,Gujarat,Urban,3.0,0.0,1.0,0
3778,22,Graduate,Uber,1,,47894.0,1.0,9766,68766.0,0.20837042614985796,718.0,0,329911,74,26886.0,32,0,2,6.68,Vehicle Purchase,Uber:3.1,61.8,5,0,No,No,Gujarat,Rural,44.0,1.0,1.0,0
384,51,Postgraduate,Amazon Flex,1,14.0,34993.0,0.8500000000000001,3645,94010.0,0.13374735113947372,638.0,0,46410,49,21296.0,89,1,1,3.68,Education,Amazon Flex:3.2,66.8,5,0,No,No,Bihar,Urban,31.0,0.0,0.85,0
429,31,Graduate,"Zomato, UrbanClap",2,5.0,39824.0,1.35,6493,63689.0,0.23479634328497553,693.0,0,29279,51,67189.0,69,1,4,6.01,Home Renovation,Zomato:3.7; UrbanClap:4.0,79.5,2,0,No,No,Maharashtra,Rural,20.0,,1.15,0
4662,47,,"Swiggy, Amazon Flex",2,1.0,,1.4,8950,48068.0,0.21009274969072464,676.0,0,24738,46,51172.0,19,1,2,6.42,Business Expansion,Swiggy:4.1; Amazon Flex:4.1,78.7,2,0,No,No,Maharashtra,Urban,44.0,1.0,1.15,0
775,52,High School,UrbanClap,1,5.0,26297.0,0.8,5703,,0.19749381828780083,567.0,1,25300,32,33208.0,87,0,1,6.65,Home Renovation,UrbanClap:3.8,73.2,5,0,No,No,West Bengal,Urban,57.0,3.0,0.9,0
1610,56,High School,Swiggy,1,,32582.0,1.1,6135,80494.0,0.22229312204741236,662.0,1,41507,58,25016.0,39,4,3,7.46,Debt Consolidation,Swiggy:3.6,71.6,2,2,No,No,Tamil Nadu,Rural,51.0,2.0,1.05,0
3421,47,Graduate,"Upwork, UrbanClap",2,10.0,55172.0,1.15,13998,98253.0,0.22180470460195653,841.0,0,65461,90,30476.0,43,2,0,5.01,Business Expansion,Upwork:4.6; UrbanClap:4.3,91.4,4,0,No,Yes,Delhi,Rural,39.5,1.0,1.25,1
1790,27,Graduate,Fiverr,1,8.0,44701.0,1.35,2867,95043.0,0.23125541485785261,804.0,0,30518,32,29626.0,59,4,4,7.76,Education,Fiverr:4.7,97.7,4,0,No,Yes,Tamil Nadu,Rural,36.0,1.0,1.05,1
2901,42,High School,"Upwork, Uber, UrbanClap",3,0.0,28324.0,1.15,5992,71826.0,0.19549354927665985,552.0,1,191172,89,58000.0,38,4,3,3.7,Debt Consolidation,Upwork:4.0; Uber:4.1; UrbanClap:3.9,79.2,5,1,No,No,Telangana,Urban,20.0,0.0,1.07,0
859,40,High School,Upwork,1,9.0,37466.0,0.9,5216,51121.0,0.16153436962478812,,0,34879,79,44951.0,45,1,1,5.11,Other,Upwork:3.8,72.8,4,0,No,Yes,West Bengal,Rural,51.0,2.0,0.9,1
29,58,Postgraduate,Upwork,1,11.0,47599.0,1.35,4001,133817.0,0.16141738620490964,782.0,0,283872,28,57031.0,17,2,1,4.92,Vehicle Purchase,Upwork:3.3,63.0,2,0,Yes,No,Tamil Nadu,Urban,45.0,1.0,1.05,0
1458,39,Postgraduate,"UrbanClap, Upwork",2,4.0,58753.0,1.45,5419,94615.0,0.23140433425617357,900.0,1,13974,43,44849.0,61,2,1,6.19,Home Renovation,UrbanClap:3.9; Upwork:4.1,82.8,6,0,No,No,Maharashtra,Urban,47.0,3.0,1.15,1
899,31,Postgraduate,Ola,1,,23469.0,1.2,1629,52050.0,0.15918224133012396,,0,329500,12,15781.0,55,3,4,4.65,Vehicle Purchase,Ola:4.9,93.2,4,0,No,No,Bihar,Rural,33.0,,0.85,0
3091,39,Postgraduate,"Dunzo, Amazon Flex, Fiverr",3,10.0,24837.0,0.8,2231,44581.0,0.29726599586653113,559.0,0,11680,91,40957.0,20,1,2,4.27,Medical Emergency,Dunzo:3.8; Amazon Flex:4.8; Fiverr:4.5,86.0,7,0,No,No,Rajasthan,Rural,16.0,2.0,0.93,0
696,42,Postgraduate,Uber,1,2.0,25493.0,1.25,6647,44267.0,0.3326955308117942,568.0,1,12927,47,6177.0,39,2,1,5.54,Vehicle Purchase,Uber:3.2,67.6,7,0,No,No,Telangana,Rural,55.0,0.0,1.07,0
1863,56,Postgraduate,Swiggy,1,3.0,27504.0,1.3,2204,60729.0,0.20264012090935102,523.0,0,24719,13,66818.0,89,3,4,6.45,Debt Consolidation,Swiggy:3.1,64.4,7,0,No,No,Gujarat,Rural,57.0,0.0,1.0,0
497,28,High School,Dunzo,1,10.0,20887.0,1.0,4158,25867.0,0.24193338991686206,431.0,0,94200,90,,19,2,3,4.06,Debt Consolidation,Dunzo:4.8,92.3,5,0,No,No,Gujarat,Rural,30.0,2.0,1.0,0
3963,47,,"Swiggy, Zomato",2,5.0,26065.0,0.9500000000000001,5402,67921.0,0.327899695412383,556.0,1,349916,21,65409.0,84,4,2,4.09,Home Renovation,Swiggy:3.7; Zomato:4.7,80.9,4,0,No,No,Tamil Nadu,Rural,38.5,2.0,1.05,0
4985,56,Postgraduate,Amazon Flex,1,10.0,41375.0,0.8,12088,88783.0,0.13297768447250255,683.0,0,266482,29,8662.0,68,1,3,6.9,Debt Consolidation,Amazon Flex:3.2,60.5,1,1,Yes,No,Uttar Pradesh,Rural,7.0,0.0,0.95,0
4527,27,High School,Upwork,1,7.0,31303.0,1.0,6110,43629.0,0.20359039562150966,622.0,0,32258,11,64044.0,12,3,1,3.64,Vehicle Purchase,Upwork:4.2,86.4,4,0,No,No,Tamil Nadu,Urban,33.0,0.0,1.05,0
11,45,High School,"Fiverr, Swiggy",2,12.0,28452.0,0.8500000000000001,6120,46828.0,0.288818896926743,611.0,1,47652,52,30699.0,59,0,0,3.98,Home Renovation,Fiverr:4.1; Swiggy:4.3,84.7,5,1,No,No,Bihar,Urban,34.5,1.0,0.85,0
1153,23,Graduate,Upwork,1,,34892.0,1.1,6597,90860.0,0.25423698670706485,,0,12492,38,61216.0,33,2,4,5.31,Debt Consolidation,Upwork:4.3,86.2,6,0,No,No,Rajasthan,Rural,37.0,2.0,0.93,0
2165,26,Postgraduate,Uber,1,,55435.0,1.5,13897,115459.0,0.20192436781151157,851.0,0,62388,13,46671.0,21,2,2,3.59,Debt Consolidation,Uber:3.5,72.5,2,0,Yes,No,Telangana,Rural,53.0,1.0,1.07,0
1198,42,High School,Rapido,1,11.0,42396.0,1.35,8251,81972.0,0.19410714015373925,668.0,0,256426,86,,87,0,2,4.7,Medical Emergency,Rapido:4.4,86.9,7,0,Yes,No,Telangana,,15.0,2.0,1.07,0
1990,45,Graduate,"Uber, Rapido",2,13.0,52105.0,1.05,9980,117344.0,0.27382359779268206,820.0,0,42104,90,39357.0,33,4,3,6.07,Other,Uber:4.0; Rapido:4.0,76.3,3,0,No,No,Karnataka,Rural,18.5,3.0,1.1,1
2855,32,Graduate,Fiverr,1,7.0,41966.0,0.9,5615,124750.0,0.1045431249295564,698.0,0,239603,45,,24,0,0,3.5,Debt Consolidation,Fiverr:3.3,65.5,7,0,Yes,Yes,West Bengal,Rural,10.0,2.0,0.9,0
